race_eth_name,geotype,geoname,county_name,region_code,cost_yr,median_income,affordability_ratio,ave_fam_size,food_cost_index
White,PL,Rancho Calaveras CDP,Calaveras,3.0,8428.8265632,39050.0,0.215847,3.71,80.88308764226082
Multiple,PL,Rancho Calaveras CDP,Calaveras,3.0,8428.8265632,,,3.71,80.88308764226082
Other,PL,Rancho Calaveras CDP,Calaveras,3.0,8428.8265632,,,3.71,80.88308764226082
AIAN,PL,Rancho Cordova city,Sacramento,8.0,7138.8186048,,,3.14,68.50416087515593
Asian,PL,Rancho Cordova city,Sacramento,8.0,7138.8186048,60536.0,0.1179268,3.14,68.50416087515593
AfricanAm,PL,Rancho Cordova city,Sacramento,8.0,7138.8186048,34583.0,0.2064257,3.14,68.50416087515593
Latino,PL,Rancho Cordova city,Sacramento,8.0,7138.8186048,23504.0,0.3037278,3.14,68.50416087515593
NHOPI,PL,Rancho Cordova city,Sacramento,8.0,7138.8186048,,,3.14,68.50416087515593
White,PL,Rancho Cordova city,Sacramento,8.0,7138.8186048,35472.0,0.2012522,3.14,68.50416087515593
Multiple,PL,Rancho Cordova city,Sacramento,8.0,7138.8186048,9966.0,0.7163173,3.14,68.50416087515593
Other,PL,Rancho Cordova city,Sacramento,8.0,7138.8186048,,,3.14,68.50416087515593
AIAN,PL,Rancho Cucamonga city,San Bernardino,14.0,7695.91113,,,3.25,73.8500252375012
Asian,PL,Rancho Cucamonga city,San Bernardino,14.0,7695.91113,34038.0,0.2260976,3.25,73.8500252375012
AfricanAm,PL,Rancho Cucamonga city,San Bernardino,14.0,7695.91113,48696.0,0.1580399,3.25,73.8500252375012
Latino,PL,Rancho Cucamonga city,San Bernardino,14.0,7695.91113,38491.0,0.1999405,3.25,73.8500252375012
NHOPI,PL,Rancho Cucamonga city,San Bernardino,14.0,7695.91113,,,3.25,73.8500252375012
White,PL,Rancho Cucamonga city,San Bernardino,14.0,7695.91113,52679.0,0.1460907,3.25,73.8500252375012
Multiple,PL,Rancho Cucamonga city,San Bernardino,14.0,7695.91113,45667.0,0.1685224,3.25,73.8500252375012
Other,PL,Rancho Cucamonga city,San Bernardino,14.0,7695.91113,,,3.25,73.8500252375012
AIAN,PL,Rancho Mirage city,Riverside,14.0,6554.17023,,,2.71,62.89387035793111
Asian,PL,Rancho Mirage city,Riverside,14.0,6554.17023,,,2.71,62.89387035793111
AfricanAm,PL,Rancho Mirage city,Riverside,14.0,6554.17023,,,2.71,62.89387035793111
Latino,PL,Rancho Mirage city,Riverside,14.0,6554.17023,2656.0,2.4676846,2.71,62.89387035793111
NHOPI,PL,Rancho Mirage city,Riverside,14.0,6554.17023,,,2.71,62.89387035793111
White,PL,Rancho Mirage city,Riverside,14.0,6554.17023,51875.0,0.1263455,2.71,62.89387035793111
Multiple,PL,Rancho Mirage city,Riverside,14.0,6554.17023,,,2.71,62.89387035793111
Other,PL,Rancho Mirage city,Riverside,14.0,6554.17023,,,2.71,62.89387035793111
AIAN,PL,Rancho Murieta CDP,Sacramento,8.0,6152.34,,,2.57,59.037904231839555
Asian,PL,Rancho Murieta CDP,Sacramento,8.0,6152.34,,,2.57,59.037904231839555
AfricanAm,PL,Rancho Murieta CDP,Sacramento,8.0,6152.34,,,2.57,59.037904231839555
Latino,PL,Rancho Murieta CDP,Sacramento,8.0,6152.34,,,2.57,59.037904231839555
NHOPI,PL,Rancho Murieta CDP,Sacramento,8.0,6152.34,,,2.57,59.037904231839555
White,PL,Rancho Murieta CDP,Sacramento,8.0,6152.34,51719.0,0.1189571,2.57,59.037904231839555
Multiple,PL,Rancho Murieta CDP,Sacramento,8.0,6152.34,,,2.57,59.037904231839555
Other,PL,Rancho Murieta CDP,Sacramento,8.0,6152.34,,,2.57,59.037904231839555
AIAN,PL,Rancho Palos Verdes city,Los Angeles,14.0,6932.668812,,,2.85,66.52594580174647
Asian,PL,Rancho Palos Verdes city,Los Angeles,14.0,6932.668812,39635.0,0.1749128,2.85,66.52594580174647
AfricanAm,PL,Rancho Palos Verdes city,Los Angeles,14.0,6932.668812,16587.0,0.417958,2.85,66.52594580174647
Latino,PL,Rancho Palos Verdes city,Los Angeles,14.0,6932.668812,24402.0,0.2841025,2.85,66.52594580174647
NHOPI,PL,Rancho Palos Verdes city,Los Angeles,14.0,6932.668812,,,2.85,66.52594580174647
White,PL,Rancho Palos Verdes city,Los Angeles,14.0,6932.668812,46836.0,0.1480201,2.85,66.52594580174647
Multiple,PL,Rancho Palos Verdes city,Los Angeles,14.0,6932.668812,,,2.85,66.52594580174647
Other,PL,Rancho Palos Verdes city,Los Angeles,14.0,6932.668812,,,2.85,66.52594580174647
AIAN,PL,Rancho San Diego CDP,San Diego,9.0,7443.0937416,,,3.47,71.42398754054314
Asian,PL,Rancho San Diego CDP,San Diego,9.0,7443.0937416,,,3.47,71.42398754054314
AfricanAm,PL,Rancho San Diego CDP,San Diego,9.0,7443.0937416,,,3.47,71.42398754054314
Latino,PL,Rancho San Diego CDP,San Diego,9.0,7443.0937416,37212.0,0.2000186,3.47,71.42398754054314
NHOPI,PL,Rancho San Diego CDP,San Diego,9.0,7443.0937416,,,3.47,71.42398754054314
White,PL,Rancho San Diego CDP,San Diego,9.0,7443.0937416,82717.0,0.0899826,3.47,71.42398754054314
Multiple,PL,Rancho San Diego CDP,San Diego,9.0,7443.0937416,,,3.47,71.42398754054314
Other,PL,Rancho San Diego CDP,San Diego,9.0,7443.0937416,,,3.47,71.42398754054314
AIAN,PL,Rancho Santa Fe CDP,San Diego,9.0,5451.7368,,,2.46,52.314910277324636
Asian,PL,Rancho Santa Fe CDP,San Diego,9.0,5451.7368,,,2.46,52.314910277324636
AfricanAm,PL,Rancho Santa Fe CDP,San Diego,9.0,5451.7368,,,2.46,52.314910277324636
Latino,PL,Rancho Santa Fe CDP,San Diego,9.0,5451.7368,,,2.46,52.314910277324636
NHOPI,PL,Rancho Santa Fe CDP,San Diego,9.0,5451.7368,,,2.46,52.314910277324636
White,PL,Rancho Santa Fe CDP,San Diego,9.0,5451.7368,,,2.46,52.314910277324636
Multiple,PL,Rancho Santa Fe CDP,San Diego,9.0,5451.7368,,,2.46,52.314910277324636
Other,PL,Rancho Santa Fe CDP,San Diego,9.0,5451.7368,,,2.46,52.314910277324636
AIAN,PL,Rancho Santa Margarita city,Orange,14.0,6574.724688,,,2.72,63.09111110258133
Asian,PL,Rancho Santa Margarita city,Orange,14.0,6574.724688,7132.0,0.9218627,2.72,63.09111110258133
AfricanAm,PL,Rancho Santa Margarita city,Orange,14.0,6574.724688,,,2.72,63.09111110258133
Latino,PL,Rancho Santa Margarita city,Orange,14.0,6574.724688,55301.0,0.1188898,2.72,63.09111110258133
NHOPI,PL,Rancho Santa Margarita city,Orange,14.0,6574.724688,,,2.72,63.09111110258133
White,PL,Rancho Santa Margarita city,Orange,14.0,6574.724688,54028.0,0.1216911,2.72,63.09111110258133
Multiple,PL,Rancho Santa Margarita city,Orange,14.0,6574.724688,46667.0,0.140886,2.72,63.09111110258133
Other,PL,Rancho Santa Margarita city,Orange,14.0,6574.724688,,,2.72,63.09111110258133
AIAN,PL,Rancho Tehama Reserve CDP,Tehama,7.0,,,,2.32,
Asian,PL,Rancho Tehama Reserve CDP,Tehama,7.0,,,,2.32,
AfricanAm,PL,Rancho Tehama Reserve CDP,Tehama,7.0,,,,2.32,
Latino,PL,Rancho Tehama Reserve CDP,Tehama,7.0,,,,2.32,
NHOPI,PL,Rancho Tehama Reserve CDP,Tehama,7.0,,,,2.32,
White,PL,Rancho Tehama Reserve CDP,Tehama,7.0,,,,2.32,
Multiple,PL,Rancho Tehama Reserve CDP,Tehama,7.0,,,,2.32,
Other,PL,Rancho Tehama Reserve CDP,Tehama,7.0,,,,2.32,
AIAN,PL,Randsburg CDP,Kern,10.0,,,,,
Asian,PL,Randsburg CDP,Kern,10.0,,,,,
AfricanAm,PL,Randsburg CDP,Kern,10.0,,,,,
Latino,PL,Randsburg CDP,Kern,10.0,,,,,
NHOPI,PL,Randsburg CDP,Kern,10.0,,,,,
White,PL,Randsburg CDP,Kern,10.0,,,,,
Multiple,PL,Randsburg CDP,Kern,10.0,,,,,
Other,PL,Randsburg CDP,Kern,10.0,,,,,
AIAN,PL,Red Bluff city,Tehama,7.0,6501.486918,,,2.95,62.388320871317525
Asian,PL,Red Bluff city,Tehama,7.0,6501.486918,,,2.95,62.388320871317525
AfricanAm,PL,Red Bluff city,Tehama,7.0,6501.486918,,,2.95,62.388320871317525
Latino,PL,Red Bluff city,Tehama,7.0,6501.486918,3849.0,1.6891366,2.95,62.388320871317525
NHOPI,PL,Red Bluff city,Tehama,7.0,6501.486918,,,2.95,62.388320871317525
White,PL,Red Bluff city,Tehama,7.0,6501.486918,25254.0,0.2574438,2.95,62.388320871317525
Multiple,PL,Red Bluff city,Tehama,7.0,6501.486918,,,2.95,62.388320871317525
Other,PL,Red Bluff city,Tehama,7.0,6501.486918,,,2.95,62.388320871317525
AIAN,PL,Red Corral CDP,Amador,3.0,5151.7362048,,,2.52,49.43610214758661
Asian,PL,Red Corral CDP,Amador,3.0,5151.7362048,,,2.52,49.43610214758661
AfricanAm,PL,Red Corral CDP,Amador,3.0,5151.7362048,,,2.52,49.43610214758661
Latino,PL,Red Corral CDP,Amador,3.0,5151.7362048,,,2.52,49.43610214758661
NHOPI,PL,Red Corral CDP,Amador,3.0,5151.7362048,,,2.52,49.43610214758661
White,PL,Red Corral CDP,Amador,3.0,5151.7362048,,,2.52,49.43610214758661
Multiple,PL,Red Corral CDP,Amador,3.0,5151.7362048,,,2.52,49.43610214758661
Other,PL,Red Corral CDP,Amador,3.0,5151.7362048,,,2.52,49.43610214758661
AIAN,PL,Redcrest CDP,Humboldt,5.0,,,,,
Asian,PL,Redcrest CDP,Humboldt,5.0,,,,,
AfricanAm,PL,Redcrest CDP,Humboldt,5.0,,,,,
Latino,PL,Redcrest CDP,Humboldt,5.0,,,,,
NHOPI,PL,Redcrest CDP,Humboldt,5.0,,,,,
White,PL,Redcrest CDP,Humboldt,5.0,,,,,
Multiple,PL,Redcrest CDP,Humboldt,5.0,,,,,
Other,PL,Redcrest CDP,Humboldt,5.0,,,,,
AIAN,PL,Redding city,Shasta,13.0,6600.255978,11621.0,0.5679594,2.95,63.336109567220035
Asian,PL,Redding city,Shasta,13.0,6600.255978,24559.0,0.268751,2.95,63.336109567220035
AfricanAm,PL,Redding city,Shasta,13.0,6600.255978,,,2.95,63.336109567220035
Latino,PL,Redding city,Shasta,13.0,6600.255978,8365.0,0.7890324,2.95,63.336109567220035
NHOPI,PL,Redding city,Shasta,13.0,6600.255978,,,2.95,63.336109567220035
White,PL,Redding city,Shasta,13.0,6600.255978,17191.0,0.3839367,2.95,63.336109567220035
Multiple,PL,Redding city,Shasta,13.0,6600.255978,23852.0,0.2767171,2.95,63.336109567220035
Other,PL,Redding city,Shasta,13.0,6600.255978,,,2.95,63.336109567220035
AIAN,PL,Redlands city,San Bernardino,14.0,7746.102696,,,3.29,74.33166390941368
Asian,PL,Redlands city,San Bernardino,14.0,7746.102696,,,3.29,74.33166390941368
AfricanAm,PL,Redlands city,San Bernardino,14.0,7746.102696,36506.0,0.2121871,3.29,74.33166390941368
Latino,PL,Redlands city,San Bernardino,14.0,7746.102696,28659.0,0.2702852,3.29,74.33166390941368
NHOPI,PL,Redlands city,San Bernardino,14.0,7746.102696,,,3.29,74.33166390941368
White,PL,Redlands city,San Bernardino,14.0,7746.102696,46763.0,0.165646,3.29,74.33166390941368
Multiple,PL,Redlands city,San Bernardino,14.0,7746.102696,16611.0,0.4663237,3.29,74.33166390941368
Other,PL,Redlands city,San Bernardino,14.0,7746.102696,,,3.29,74.33166390941368
AIAN,PL,Redondo Beach city,Los Angeles,14.0,7037.7308556,,,3.01,67.5341220190001
Asian,PL,Redondo Beach city,Los Angeles,14.0,7037.7308556,53681.0,0.1311028,3.01,67.5341220190001
AfricanAm,PL,Redondo Beach city,Los Angeles,14.0,7037.7308556,49542.0,0.1420558,3.01,67.5341220190001
Latino,PL,Redondo Beach city,Los Angeles,14.0,7037.7308556,26791.0,0.2626901,3.01,67.5341220190001
NHOPI,PL,Redondo Beach city,Los Angeles,14.0,7037.7308556,,,3.01,67.5341220190001
White,PL,Redondo Beach city,Los Angeles,14.0,7037.7308556,42073.0,0.1672743,3.01,67.5341220190001
Multiple,PL,Redondo Beach city,Los Angeles,14.0,7037.7308556,12500.0,0.5630185,3.01,67.5341220190001
Other,PL,Redondo Beach city,Los Angeles,14.0,7037.7308556,,,3.01,67.5341220190001
AIAN,PL,Redway CDP,Humboldt,5.0,4687.669884,,,2.1,44.98291799251511
Asian,PL,Redway CDP,Humboldt,5.0,4687.669884,,,2.1,44.98291799251511
AfricanAm,PL,Redway CDP,Humboldt,5.0,4687.669884,,,2.1,44.98291799251511
Latino,PL,Redway CDP,Humboldt,5.0,4687.669884,,,2.1,44.98291799251511
NHOPI,PL,Redway CDP,Humboldt,5.0,4687.669884,,,2.1,44.98291799251511
White,PL,Redway CDP,Humboldt,5.0,4687.669884,,,2.1,44.98291799251511
Multiple,PL,Redway CDP,Humboldt,5.0,4687.669884,,,2.1,44.98291799251511
Other,PL,Redway CDP,Humboldt,5.0,4687.669884,,,2.1,44.98291799251511
AIAN,PL,Redwood City city,San Mateo,1.0,6947.261904,,,3.16,66.66598123020823
Asian,PL,Redwood City city,San Mateo,1.0,6947.261904,49792.0,0.1395257,3.16,66.66598123020823
AfricanAm,PL,Redwood City city,San Mateo,1.0,6947.261904,16574.0,0.4191663,3.16,66.66598123020823
Latino,PL,Redwood City city,San Mateo,1.0,6947.261904,21707.0,0.3200471,3.16,66.66598123020823
NHOPI,PL,Redwood City city,San Mateo,1.0,6947.261904,,,3.16,66.66598123020823
White,PL,Redwood City city,San Mateo,1.0,6947.261904,54145.0,0.1283085,3.16,66.66598123020823
Multiple,PL,Redwood City city,San Mateo,1.0,6947.261904,,,3.16,66.66598123020823
Other,PL,Redwood City city,San Mateo,1.0,6947.261904,,,3.16,66.66598123020823
AIAN,PL,Redwood Valley CDP,Mendocino,5.0,7124.34,,,2.97,68.36522406678822
Asian,PL,Redwood Valley CDP,Mendocino,5.0,7124.34,,,2.97,68.36522406678822
AfricanAm,PL,Redwood Valley CDP,Mendocino,5.0,7124.34,,,2.97,68.36522406678822
Latino,PL,Redwood Valley CDP,Mendocino,5.0,7124.34,,,2.97,68.36522406678822
NHOPI,PL,Redwood Valley CDP,Mendocino,5.0,7124.34,,,2.97,68.36522406678822
White,PL,Redwood Valley CDP,Mendocino,5.0,7124.34,16516.0,0.4313599,2.97,68.36522406678822
Multiple,PL,Redwood Valley CDP,Mendocino,5.0,7124.34,,,2.97,68.36522406678822
Other,PL,Redwood Valley CDP,Mendocino,5.0,7124.34,,,2.97,68.36522406678822
AIAN,PL,Reedley city,Fresno,10.0,9271.4597184,,,4.12,88.96900219172824
Asian,PL,Reedley city,Fresno,10.0,9271.4597184,,,4.12,88.96900219172824
AfricanAm,PL,Reedley city,Fresno,10.0,9271.4597184,,,4.12,88.96900219172824
Latino,PL,Reedley city,Fresno,10.0,9271.4597184,23750.0,0.3903773,4.12,88.96900219172824
NHOPI,PL,Reedley city,Fresno,10.0,9271.4597184,,,4.12,88.96900219172824
White,PL,Reedley city,Fresno,10.0,9271.4597184,14643.0,0.6331667,4.12,88.96900219172824
Multiple,PL,Reedley city,Fresno,10.0,9271.4597184,,,4.12,88.96900219172824
Other,PL,Reedley city,Fresno,10.0,9271.4597184,,,4.12,88.96900219172824
AIAN,PL,Reliez Valley CDP,Contra Costa,1.0,5105.5728,,,2.12,48.99311774301891
Asian,PL,Reliez Valley CDP,Contra Costa,1.0,5105.5728,,,2.12,48.99311774301891
AfricanAm,PL,Reliez Valley CDP,Contra Costa,1.0,5105.5728,,,2.12,48.99311774301891
Latino,PL,Reliez Valley CDP,Contra Costa,1.0,5105.5728,,,2.12,48.99311774301891
NHOPI,PL,Reliez Valley CDP,Contra Costa,1.0,5105.5728,,,2.12,48.99311774301891
White,PL,Reliez Valley CDP,Contra Costa,1.0,5105.5728,,,2.12,48.99311774301891
Multiple,PL,Reliez Valley CDP,Contra Costa,1.0,5105.5728,,,2.12,48.99311774301891
Other,PL,Reliez Valley CDP,Contra Costa,1.0,5105.5728,,,2.12,48.99311774301891
AIAN,PL,Rialto city,San Bernardino,14.0,9387.6704448,,,4.06,90.08416125899626
Asian,PL,Rialto city,San Bernardino,14.0,9387.6704448,12014.0,0.7813942,4.06,90.08416125899626
AfricanAm,PL,Rialto city,San Bernardino,14.0,9387.6704448,27047.0,0.3470873,4.06,90.08416125899626
Latino,PL,Rialto city,San Bernardino,14.0,9387.6704448,30540.0,0.3073893,4.06,90.08416125899626
NHOPI,PL,Rialto city,San Bernardino,14.0,9387.6704448,,,4.06,90.08416125899626
White,PL,Rialto city,San Bernardino,14.0,9387.6704448,31652.0,0.2965901,4.06,90.08416125899626
Multiple,PL,Rialto city,San Bernardino,14.0,9387.6704448,16354.0,0.574029,4.06,90.08416125899626
Other,PL,Rialto city,San Bernardino,14.0,9387.6704448,,,4.06,90.08416125899626
AIAN,PL,Richfield CDP,Tehama,7.0,4499.94,,,1.89,43.18146051242683
Asian,PL,Richfield CDP,Tehama,7.0,4499.94,,,1.89,43.18146051242683
AfricanAm,PL,Richfield CDP,Tehama,7.0,4499.94,,,1.89,43.18146051242683
Latino,PL,Richfield CDP,Tehama,7.0,4499.94,,,1.89,43.18146051242683
NHOPI,PL,Richfield CDP,Tehama,7.0,4499.94,,,1.89,43.18146051242683
White,PL,Richfield CDP,Tehama,7.0,4499.94,,,1.89,43.18146051242683
Multiple,PL,Richfield CDP,Tehama,7.0,4499.94,,,1.89,43.18146051242683
Other,PL,Richfield CDP,Tehama,7.0,4499.94,,,1.89,43.18146051242683
AIAN,PL,Richgrove CDP,Tulare,10.0,8994.599616,,,4.32,86.31225041742636
Asian,PL,Richgrove CDP,Tulare,10.0,8994.599616,,,4.32,86.31225041742636
AfricanAm,PL,Richgrove CDP,Tulare,10.0,8994.599616,,,4.32,86.31225041742636
Latino,PL,Richgrove CDP,Tulare,10.0,8994.599616,19342.0,0.4650294,4.32,86.31225041742636
NHOPI,PL,Richgrove CDP,Tulare,10.0,8994.599616,,,4.32,86.31225041742636
White,PL,Richgrove CDP,Tulare,10.0,8994.599616,,,4.32,86.31225041742636
Multiple,PL,Richgrove CDP,Tulare,10.0,8994.599616,,,4.32,86.31225041742636
Other,PL,Richgrove CDP,Tulare,10.0,8994.599616,,,4.32,86.31225041742636
AIAN,PL,Richmond city,Contra Costa,1.0,7286.85435,,,3.25,69.92471307935898
Asian,PL,Richmond city,Contra Costa,1.0,7286.85435,14798.0,0.4924216,3.25,69.92471307935898
AfricanAm,PL,Richmond city,Contra Costa,1.0,7286.85435,27156.0,0.2683331,3.25,69.92471307935898
Latino,PL,Richmond city,Contra Costa,1.0,7286.85435,25122.0,0.2900587,3.25,69.92471307935898
NHOPI,PL,Richmond city,Contra Costa,1.0,7286.85435,,,3.25,69.92471307935898
White,PL,Richmond city,Contra Costa,1.0,7286.85435,40234.0,0.1811119,3.25,69.92471307935898
Multiple,PL,Richmond city,Contra Costa,1.0,7286.85435,15694.0,0.4643083,3.25,69.92471307935898
Other,PL,Richmond city,Contra Costa,1.0,7286.85435,,,3.25,69.92471307935898
AIAN,PL,Richvale CDP,Butte,2.0,,,,,
Asian,PL,Richvale CDP,Butte,2.0,,,,,
AfricanAm,PL,Richvale CDP,Butte,2.0,,,,,
Latino,PL,Richvale CDP,Butte,2.0,,,,,
NHOPI,PL,Richvale CDP,Butte,2.0,,,,,
White,PL,Richvale CDP,Butte,2.0,,,,,
Multiple,PL,Richvale CDP,Butte,2.0,,,,,
Other,PL,Richvale CDP,Butte,2.0,,,,,
AIAN,PL,Ridgecrest city,Kern,10.0,7532.998524,,,3.41,72.28671455714422
Asian,PL,Ridgecrest city,Kern,10.0,7532.998524,,,3.41,72.28671455714422
AfricanAm,PL,Ridgecrest city,Kern,10.0,7532.998524,39063.0,0.1928423,3.41,72.28671455714422
Latino,PL,Ridgecrest city,Kern,10.0,7532.998524,27344.0,0.27549,3.41,72.28671455714422
NHOPI,PL,Ridgecrest city,Kern,10.0,7532.998524,,,3.41,72.28671455714422
White,PL,Ridgecrest city,Kern,10.0,7532.998524,22045.0,0.3417101,3.41,72.28671455714422
Multiple,PL,Ridgecrest city,Kern,10.0,7532.998524,,,3.41,72.28671455714422
Other,PL,Ridgecrest city,Kern,10.0,7532.998524,,,3.41,72.28671455714422
AIAN,PL,Ridgemark CDP,San Benito,4.0,7410.1729152,,,3.08,71.10807902504558
Asian,PL,Ridgemark CDP,San Benito,4.0,7410.1729152,,,3.08,71.10807902504558
AfricanAm,PL,Ridgemark CDP,San Benito,4.0,7410.1729152,,,3.08,71.10807902504558
Latino,PL,Ridgemark CDP,San Benito,4.0,7410.1729152,,,3.08,71.10807902504558
NHOPI,PL,Ridgemark CDP,San Benito,4.0,7410.1729152,,,3.08,71.10807902504558
White,PL,Ridgemark CDP,San Benito,4.0,7410.1729152,6976.0,1.0622381,3.08,71.10807902504558
Multiple,PL,Ridgemark CDP,San Benito,4.0,7410.1729152,,,3.08,71.10807902504558
Other,PL,Ridgemark CDP,San Benito,4.0,7410.1729152,,,3.08,71.10807902504558
AIAN,PL,Rio Dell city,Humboldt,5.0,6993.7923864,,,3.22,67.11248811438442
Asian,PL,Rio Dell city,Humboldt,5.0,6993.7923864,,,3.22,67.11248811438442
AfricanAm,PL,Rio Dell city,Humboldt,5.0,6993.7923864,,,3.22,67.11248811438442
Latino,PL,Rio Dell city,Humboldt,5.0,6993.7923864,,,3.22,67.11248811438442
NHOPI,PL,Rio Dell city,Humboldt,5.0,6993.7923864,,,3.22,67.11248811438442
White,PL,Rio Dell city,Humboldt,5.0,6993.7923864,29032.0,0.2408994,3.22,67.11248811438442
Multiple,PL,Rio Dell city,Humboldt,5.0,6993.7923864,,,3.22,67.11248811438442
Other,PL,Rio Dell city,Humboldt,5.0,6993.7923864,,,3.22,67.11248811438442
AIAN,PL,Rio Linda CDP,Sacramento,8.0,6779.03784,,,3.0,65.05170175606948
Asian,PL,Rio Linda CDP,Sacramento,8.0,6779.03784,,,3.0,65.05170175606948
AfricanAm,PL,Rio Linda CDP,Sacramento,8.0,6779.03784,,,3.0,65.05170175606948
Latino,PL,Rio Linda CDP,Sacramento,8.0,6779.03784,,,3.0,65.05170175606948
NHOPI,PL,Rio Linda CDP,Sacramento,8.0,6779.03784,,,3.0,65.05170175606948
White,PL,Rio Linda CDP,Sacramento,8.0,6779.03784,31699.0,0.2138565,3.0,65.05170175606948
Multiple,PL,Rio Linda CDP,Sacramento,8.0,6779.03784,,,3.0,65.05170175606948
Other,PL,Rio Linda CDP,Sacramento,8.0,6779.03784,,,3.0,65.05170175606948
AIAN,PL,Rio Oso CDP,Sutter,8.0,6152.34,,,2.57,59.037904231839555
Asian,PL,Rio Oso CDP,Sutter,8.0,6152.34,,,2.57,59.037904231839555
AfricanAm,PL,Rio Oso CDP,Sutter,8.0,6152.34,,,2.57,59.037904231839555
Latino,PL,Rio Oso CDP,Sutter,8.0,6152.34,,,2.57,59.037904231839555
NHOPI,PL,Rio Oso CDP,Sutter,8.0,6152.34,,,2.57,59.037904231839555
White,PL,Rio Oso CDP,Sutter,8.0,6152.34,,,2.57,59.037904231839555
Multiple,PL,Rio Oso CDP,Sutter,8.0,6152.34,,,2.57,59.037904231839555
Other,PL,Rio Oso CDP,Sutter,8.0,6152.34,,,2.57,59.037904231839555
AIAN,PL,Rio Vista city,Solano,1.0,8230.9258728,,,3.66,78.98403102197487
Asian,PL,Rio Vista city,Solano,1.0,8230.9258728,,,3.66,78.98403102197487
AfricanAm,PL,Rio Vista city,Solano,1.0,8230.9258728,,,3.66,78.98403102197487
Latino,PL,Rio Vista city,Solano,1.0,8230.9258728,,,3.66,78.98403102197487
NHOPI,PL,Rio Vista city,Solano,1.0,8230.9258728,,,3.66,78.98403102197487
White,PL,Rio Vista city,Solano,1.0,8230.9258728,30278.0,0.2718451,3.66,78.98403102197487
Multiple,PL,Rio Vista city,Solano,1.0,8230.9258728,,,3.66,78.98403102197487
Other,PL,Rio Vista city,Solano,1.0,8230.9258728,,,3.66,78.98403102197487
AIAN,PL,Rio del Mar CDP,Santa Cruz,4.0,6748.7076,,,2.79,64.76065252854812
Asian,PL,Rio del Mar CDP,Santa Cruz,4.0,6748.7076,,,2.79,64.76065252854812
AfricanAm,PL,Rio del Mar CDP,Santa Cruz,4.0,6748.7076,,,2.79,64.76065252854812
Latino,PL,Rio del Mar CDP,Santa Cruz,4.0,6748.7076,,,2.79,64.76065252854812
NHOPI,PL,Rio del Mar CDP,Santa Cruz,4.0,6748.7076,,,2.79,64.76065252854812
White,PL,Rio del Mar CDP,Santa Cruz,4.0,6748.7076,66083.0,0.1021247,2.79,64.76065252854812
Multiple,PL,Rio del Mar CDP,Santa Cruz,4.0,6748.7076,,,2.79,64.76065252854812
Other,PL,Rio del Mar CDP,Santa Cruz,4.0,6748.7076,,,2.79,64.76065252854812
AIAN,PL,Ripley CDP,Riverside,14.0,8704.7328,,,4.2,83.53068611457634
Asian,PL,Ripley CDP,Riverside,14.0,8704.7328,,,4.2,83.53068611457634
AfricanAm,PL,Ripley CDP,Riverside,14.0,8704.7328,,,4.2,83.53068611457634
Latino,PL,Ripley CDP,Riverside,14.0,8704.7328,,,4.2,83.53068611457634
NHOPI,PL,Ripley CDP,Riverside,14.0,8704.7328,,,4.2,83.53068611457634
White,PL,Ripley CDP,Riverside,14.0,8704.7328,,,4.2,83.53068611457634
Multiple,PL,Ripley CDP,Riverside,14.0,8704.7328,,,4.2,83.53068611457634
Other,PL,Ripley CDP,Riverside,14.0,8704.7328,,,4.2,83.53068611457634
AIAN,PL,Ripon city,San Joaquin,10.0,7655.0231784,,,3.38,73.45766412436426
Asian,PL,Ripon city,San Joaquin,10.0,7655.0231784,,,3.38,73.45766412436426
AfricanAm,PL,Ripon city,San Joaquin,10.0,7655.0231784,,,3.38,73.45766412436426
Latino,PL,Ripon city,San Joaquin,10.0,7655.0231784,42417.0,0.1804706,3.38,73.45766412436426
NHOPI,PL,Ripon city,San Joaquin,10.0,7655.0231784,,,3.38,73.45766412436426
White,PL,Ripon city,San Joaquin,10.0,7655.0231784,24550.0,0.3118136,3.38,73.45766412436426
Multiple,PL,Ripon city,San Joaquin,10.0,7655.0231784,,,3.38,73.45766412436426
Other,PL,Ripon city,San Joaquin,10.0,7655.0231784,,,3.38,73.45766412436426
AIAN,PL,River Pines CDP,Amador,3.0,12980.64,,,5.38,124.5623260723539
Asian,PL,River Pines CDP,Amador,3.0,12980.64,,,5.38,124.5623260723539
AfricanAm,PL,River Pines CDP,Amador,3.0,12980.64,,,5.38,124.5623260723539
Latino,PL,River Pines CDP,Amador,3.0,12980.64,,,5.38,124.5623260723539
NHOPI,PL,River Pines CDP,Amador,3.0,12980.64,,,5.38,124.5623260723539
White,PL,River Pines CDP,Amador,3.0,12980.64,,,5.38,124.5623260723539
Multiple,PL,River Pines CDP,Amador,3.0,12980.64,,,5.38,124.5623260723539
Other,PL,River Pines CDP,Amador,3.0,12980.64,,,5.38,124.5623260723539
AIAN,PL,Riverbank city,Stanislaus,10.0,7714.3134816,,,3.44,74.02661435178966
Asian,PL,Riverbank city,Stanislaus,10.0,7714.3134816,,,3.44,74.02661435178966
AfricanAm,PL,Riverbank city,Stanislaus,10.0,7714.3134816,,,3.44,74.02661435178966
Latino,PL,Riverbank city,Stanislaus,10.0,7714.3134816,10658.0,0.723805,3.44,74.02661435178966
NHOPI,PL,Riverbank city,Stanislaus,10.0,7714.3134816,,,3.44,74.02661435178966
